\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2026-01-31 08:02:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow
2025-08-04,12,0,49,49,0,0,17,0,252,520,0,0,-17,0,748,436,9,1100,1090,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2158,2097
2025-08-04,13,0,49,47,0,0,17,50,100,-10,0,0,-16,125,496,574,9,1080,1063,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,184,1734,1677
2025-08-04,14,0,49,49,0,0,17,50,100,-225,0,0,-3,250,338,406,9,788,777,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,309,1284,1023
2025-08-04,15,0,49,49,0,0,18,150,50,-201,0,0,-2,207,235,45,9,700,687,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,366,1043,598
2025-08-04,16,0,0,1,0,0,18,200,50,-386,0,0,-2,247,85,103,9,700,675,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,456,844,412
2025-08-04,17,0,0,6,0,0,18,200,0,-501,0,3,1,327,120,86,509,785,268,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,1036,917,-120
2025-08-04,18,24,0,-21,0,0,19,250,0,-516,0,6,-1,225,110,232,373,319,-40,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,872,444,-325
2025-08-04,19,12,0,-14,0,0,19,150,140,-273,24,15,-4,180,10,147,66,204,142,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,0,0,0,0,432,378,18
2025-08-04,20,24,0,-25,0,0,18,251,202,-346,44,0,-42,210,0,84,9,434,426,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,0,0,0,0,538,645,116
2025-08-04,21,0,0,-5,0,0,17,150,14,-185,24,0,-27,100,0,-100,9,953,923,0,0,0,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,0,0,0,0,283,976,623
2025-08-04,22,0,49,48,0,0,16,0,41,37,0,15,16,0,317,325,9,724,728,0,0,0,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,0,0,0,0,9,1155,1169
2025-08-04,23,0,49,46,0,0,15,0,0,122,0,0,0,0,667,582,9,1130,1115,0,0,0,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,0,0,0,0,0,0,0,9,1855,1875
2025-08-04,24,44,49,5,0,0,13,0,485,132,0,27,25,0,767,995,9,1239,1227,0,0,0,0,0,2,0,0,0,0,9,-8,0,0,0,0,0,0,0,0,0,0,0,0,53,2576,2391
2025-08-05,1,44,61,17,0,0,12,0,130,122,0,3,3,0,1005,887,9,1239,1231,0,0,0,0,0,2,0,0,0,0,9,-8,0,0,0,0,0,0,0,0,0,0,0,0,53,2447,2266
2025-08-05,2,44,62,18,0,0,11,0,112,310,0,14,13,0,1080,908,9,1239,1233,0,0,0,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,0,0,0,0,0,0,0,53,2516,2488
2025-08-05,3,44,62,17,0,0,11,0,269,526,0,25,23,0,1289,952,9,1239,1233,0,0,0,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,0,0,0,0,0,0,0,53,2893,2757
2025-08-05,4,44,50,8,0,0,10,0,302,617,0,42,42,0,1279,891,9,1239,1234,0,0,0,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,0,0,0,0,0,0,0,53,2921,2797
2025-08-05,5,44,50,8,0,0,10,0,314,626,0,22,25,0,1386,972,9,1239,1233,0,0,0,0,0,2,0,0,0,0,9,-6,0,0,0,0,0,0,0,0,0,0,0,0,53,3020,2870
2025-08-05,6,44,50,3,0,0,10,0,198,379,0,50,49,30,1430,1320,9,1239,1234,0,0,0,0,0,2,0,0,0,0,9,-5,0,0,0,0,0,0,0,0,0,0,0,0,83,2976,2992
2025-08-05,7,0,50,54,0,0,11,0,102,3,0,28,27,0,1143,1142,9,1239,1232,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,0,0,0,0,0,0,0,9,2571,2469
2025-08-05,8,0,50,55,0,0,12,0,51,-88,0,28,29,20,760,802,9,1229,1221,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,29,2127,2032
2025-08-05,9,0,50,57,0,0,14,0,106,32,0,20,25,25,624,589,9,1173,1158,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,34,1982,1876
2025-08-05,10,0,50,54,0,0,15,0,20,101,50,20,-16,20,374,298,9,1000,991,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,79,1473,1444
2025-08-05,11,0,49,46,0,0,16,0,3,-143,50,0,-36,375,114,-188,9,1000,978,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,434,1175,674
2025-08-05,12,0,49,47,0,0,16,125,45,-207,80,0,-73,522,121,-262,403,1000,612,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,1130,1224,134
2025-08-05,13,0,49,53,0,0,16,100,0,-221,70,0,-66,596,46,-331,9,823,805,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,775,927,258
2025-08-05,14,22,49,32,0,0,17,208,100,-138,20,10,-12,411,49,-322,9,733,711,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,670,950,290
2025-08-05,15,0,0,-3,0,0,17,157,55,-128,48,10,-11,344,50,-313,480,700,212,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,1029,824,-224
2025-08-05,16,0,0,-3,0,0,18,296,200,-133,0,3,1,160,74,-174,319,263,-66,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,775,549,-355
2025-08-05,17,0,23,19,0,0,18,350,188,-174,0,0,-1,146,71,-240,314,0,-305,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,810,291,-680
2025-08-05,18,0,0,-2,0,0,19,201,0,-256,0,3,1,130,66,-41,256,0,-250,0,0,0,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,587,78,-527
2025-08-05,19,0,0,-2,0,0,18,86,0,-102,0,0,-2,124,48,52,302,227,-71,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,0,0,0,0,512,284,-106
2025-08-05,20,0,0,-2,0,0,17,175,203,-157,0,0,1,250,14,23,467,977,504,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,0,0,0,0,892,1203,387
2025-08-05,21,0,0,-1,0,0,17,100,0,-272,0,0,-2,226,0,-14,310,1076,766,0,0,0,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,0,0,0,0,636,1085,494
2025-08-05,22,0,49,44,0,0,16,0,39,-313,0,0,-3,230,259,295,30,1000,972,0,0,0,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,1,0,0,0,0,0,0,260,1356,1010
2025-08-05,23,0,50,48,0,0,15,0,257,37,0,10,11,107,340,400,29,1167,1143,0,0,0,0,0,2,0,0,0,0,9,-6,0,0,0,0,0,1,0,0,0,0,0,0,136,1833,1651
2025-08-05,24,44,50,-27,0,0,13,0,383,230,0,50,47,39,333,561,9,1239,1231,0,0,0,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,0,0,0,0,0,0,0,92,2064,2050
2025-08-06,1,33,78,-49,0,0,12,0,373,120,0,37,36,0,400,678,0,1230,1232,0,0,0,0,0,2,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,33,2118,2023
2025-08-06,2,0,0,-11,0,0,12,0,407,136,0,37,35,11,411,612,0,1230,1233,0,0,0,0,0,2,0,0,0,0,0,-8,0,0,0,0,0,1,0,0,0,0,0,0,11,2085,2012
2025-08-06,3,44,88,47,0,0,11,0,462,138,0,37,34,48,448,656,0,1230,1233,0,0,0,0,0,2,0,0,0,0,0,-8,0,0,0,0,0,1,0,0,0,0,0,0,92,2265,2114
2025-08-06,4,44,94,54,0,0,11,0,582,365,0,50,41,32,432,560,9,1239,1230,0,0,0,0,0,2,0,0,0,0,9,-8,0,0,0,0,0,0,0,0,0,0,0,0,85,2406,2255
2025-08-06,5,44,85,46,0,0,11,0,894,593,0,37,51,0,400,601,9,1160,1149,0,0,0,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,0,0,0,0,0,0,0,53,2585,2446
2025-08-06,6,44,73,35,0,0,11,0,1097,825,0,50,53,25,425,644,9,1130,1125,0,0,0,0,0,2,0,0,0,0,9,-5,0,0,0,0,0,0,0,0,0,0,0,0,78,2784,2690
2025-08-06,7,0,49,47,0,0,12,0,760,769,0,40,39,0,400,476,9,1229,1218,0,0,0,0,0,2,0,0,0,0,9,-4,0,0,0,0,0,0,0,0,0,0,0,0,9,2487,2559
2025-08-06,8,0,49,53,0,0,13,0,616,804,0,39,37,30,655,424,9,1229,1223,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,0,0,0,0,0,0,0,39,2597,2554
2025-08-06,9,0,49,50,0,0,14,31,31,287,0,40,43,2,702,309,9,1229,1215,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,0,0,0,0,42,2060,1919
2025-08-06,10,0,49,51,0,0,15,140,150,344,0,34,33,30,606,269,9,1000,986,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,0,0,0,0,179,1848,1699
2025-08-06,11,0,49,49,0,0,15,140,200,199,0,34,34,70,364,248,173,1000,826,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,383,1647,1372
2025-08-06,12,0,49,62,0,0,16,56,335,94,50,10,-39,353,239,64,118,1000,867,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,577,1633,1067
2025-08-06,13,0,0,68,0,0,16,45,324,160,50,34,-11,432,308,-112,125,700,568,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,652,1366,692
2025-08-06,14,0,0,11,0,0,17,80,253,-8,0,34,36,551,250,-163,265,598,320,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,896,1135,216
2025-08-06,15,0,24,24,0,0,16,92,509,186,0,34,33,552,100,-199,247,0,-231,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,891,667,-168
2025-08-06,16,0,24,69,0,0,16,112,250,106,0,25,25,433,150,-169,183,0,-196,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,728,449,-145
2025-08-06,17,0,24,55,0,0,17,125,250,111,0,28,28,0,0,24,956,0,-914,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1081,302,-677
2025-08-06,18,0,16,50,0,0,17,50,310,90,0,39,39,600,50,-316,229,0,-233,0,0,0,0,0,2,0,0,0,0,0,-5,0,0,0,0,0,1,0,0,0,0,0,0,879,415,-355
2025-08-06,19,0,49,46,0,0,17,50,350,38,0,49,42,559,100,-193,0,54,59,0,0,0,0,0,2,0,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,0,0,0,609,602,9
2025-08-06,20,0,49,50,0,0,17,213,400,38,0,32,32,443,125,-95,95,455,358,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,751,1061,402
2025-08-06,21,0,30,29,0,0,16,83,523,284,14,64,47,605,107,-260,0,700,694,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,702,1424,812
2025-08-06,22,0,49,48,0,0,16,0,607,705,18,9,-6,137,264,43,0,743,748,0,0,0,0,0,2,0,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,0,0,0,155,1672,1554
2025-08-06,23,0,49,49,0,0,15,102,660,517,5,24,15,162,349,168,0,1055,1053,0,0,0,0,0,2,0,0,0,0,0,-5,0,0,0,0,0,1,0,0,0,0,0,0,269,2137,1815
2025-08-06,24,44,49,2,0,0,14,0,925,767,0,24,15,0,335,562,0,1125,1128,0,0,0,0,0,2,0,0,0,0,0,-7,0,0,0,0,0,1,0,0,0,0,0,0,44,2458,2484
2025-08-07,1,44,49,1,0,0,13,0,837,681,33,27,-7,0,392,529,0,1230,1232,0,0,0,0,0,2,0,0,0,0,0,-7,0,0,0,0,0,1,0,0,0,0,0,0,77,2535,2445
2025-08-07,2,68,49,-22,0,0,12,0,769,562,25,24,-2,0,400,587,0,1230,1234,0,0,0,0,0,2,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,93,2472,2366
2025-08-07,3,29,33,-55,0,0,11,0,782,622,0,15,14,0,390,550,0,1229,1232,0,0,0,0,0,2,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,29,2449,2369
2025-08-07,4,44,61,18,0,0,11,0,886,611,0,30,32,0,400,612,0,1188,1188,0,0,0,0,0,2,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,44,2565,2467
2025-08-07,5,44,94,52,0,0,11,0,936,747,0,24,23,0,400,563,0,1121,1121,0,0,0,0,0,2,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,44,2575,2512
2025-08-07,6,44,73,33,0,0,11,0,1041,913,0,50,52,22,422,602,0,1121,1125,0,0,0,0,0,2,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,66,2707,2733
2025-08-07,7,0,49,44,0,0,11,140,945,582,0,50,46,50,450,565,0,1229,1230,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,190,2723,2479
2025-08-07,8,0,50,58,0,0,13,140,437,372,0,24,23,3,703,492,0,1229,1230,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2443,2190
2025-08-07,9,0,49,48,0,0,15,140,26,550,0,50,48,0,500,-141,0,1154,1142,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1779,1664
2025-08-07,10,0,49,53,0,0,16,281,251,549,0,24,27,229,425,-455,0,700,703,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,510,1449,897
2025-08-07,11,0,50,49,0,0,17,214,96,144,0,39,40,277,192,-331,0,700,695,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,491,1077,618
2025-08-07,12,0,0,0,0,0,18,240,55,-146,0,39,38,585,190,-501,0,700,686,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,825,984,99
2025-08-07,13,0,24,22,0,0,18,211,117,-142,0,39,37,532,149,-399,0,239,231,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,743,568,-229
2025-08-07,14,5,0,-8,0,0,19,417,263,-200,0,15,14,734,210,-406,0,0,-8,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1156,488,-585
2025-08-07,15,0,24,23,0,0,19,318,225,-215,0,39,36,625,75,-499,209,0,-216,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1152,363,-848
2025-08-07,16,0,24,24,0,0,19,290,250,-258,0,39,41,593,50,-386,473,0,-464,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1356,363,-1019
2025-08-07,17,0,24,25,0,0,20,290,150,-332,0,39,37,500,50,-335,547,0,-548,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1337,263,-1128
2025-08-07,18,0,0,4,0,0,20,75,100,-172,0,39,40,559,50,-341,845,0,-826,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1479,189,-1271
2025-08-07,19,0,36,34,0,0,20,84,150,-106,0,50,49,475,200,-122,717,0,-703,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1276,436,-825
2025-08-07,20,0,36,36,0,0,19,212,250,-161,0,36,30,390,100,-90,0,0,-19,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,602,422,-183
2025-08-07,21,0,0,-3,0,0,19,69,131,-175,0,15,14,149,50,207,86,220,134,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,304,416,198
2025-08-07,22,0,9,10,0,0,18,50,40,-373,12,0,-11,205,216,295,0,700,690,0,0,0,0,0,2,0,0,0,0,0,-2,0,0,0,0,0,1,0,0,0,0,0,0,267,965,630
2025-08-07,23,0,49,48,0,0,17,52,30,-288,0,0,-4,38,438,624,0,803,808,0,0,0,0,0,2,0,0,0,0,0,-4,0,0,0,0,0,1,0,0,0,0,0,0,90,1320,1204
2025-08-07,24,44,49,3,0,0,15,0,254,75,0,41,29,134,534,626,0,1230,1217,0,0,0,0,0,2,0,0,0,0,0,-5,0,0,0,0,0,1,0,0,0,0,0,0,178,2108,1963
2025-08-08,1,44,49,5,0,0,13,0,289,74,0,3,0,31,431,578,0,1230,1228,0,0,0,0,0,2,0,0,0,0,0,-6,0,0,0,0,0,1,0,0,0,0,0,0,75,2002,1895
2025-08-08,2,110,49,-58,0,0,12,0,234,-109,55,0,-50,0,400,709,17,1247,1229,0,0,0,0,0,2,0,0,0,0,0,-6,0,0,0,0,0,1,0,0,0,0,0,0,182,1930,1730
2025-08-08,3,76,49,-37,0,0,12,0,225,173,35,0,-35,0,400,443,0,1230,1228,0,0,0,0,0,2,0,0,0,0,0,-6,0,0,0,0,0,1,0,0,0,0,0,0,111,1904,1781
2025-08-08,4,67,61,-4,0,0,11,0,759,488,50,3,-47,25,425,585,0,1230,1228,0,0,0,0,0,2,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,142,2478,2257
2025-08-08,5,44,49,-6,0,0,11,0,1122,684,0,0,0,114,514,683,0,1230,1228,0,0,0,0,0,2,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,158,2915,2596
2025-08-08,6,44,49,6,0,0,11,140,1298,905,0,0,-1,30,430,638,0,1230,1229,0,0,0,0,0,2,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,214,3007,2786
2025-08-08,7,20,49,13,0,0,12,140,863,715,0,26,26,40,440,376,0,1230,1233,0,0,0,0,0,2,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,200,2608,2374
2025-08-08,8,0,49,41,0,0,13,118,126,293,0,30,33,100,492,-2,0,1229,1226,0,0,0,0,0,2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,218,1926,1604
2025-08-08,9,0,49,53,0,0,15,240,31,281,0,0,8,130,307,-318,0,1003,998,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,370,1390,1038
2025-08-08,10,0,21,26,0,0,15,340,24,-25,0,10,17,248,163,-359,0,871,864,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,588,1089,541
2025-08-08,11,0,0,-2,0,0,16,340,43,-273,0,0,4,597,173,-447,0,700,703,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,937,916,5
2025-08-08,12,0,0,-3,0,0,17,590,89,-503,0,0,1,580,63,-661,86,961,862,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1256,1113,-283
2025-08-08,13,0,0,1,0,0,18,350,89,-391,0,0,5,573,23,-506,86,727,636,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1009,839,-233
2025-08-08,14,50,0,-48,0,0,19,300,61,-369,50,0,-46,763,213,-382,86,389,296,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1249,663,-526
2025-08-08,15,0,0,-1,0,0,19,394,74,-325,0,0,-3,752,213,-438,142,300,146,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1288,587,-598
2025-08-08,16,0,0,-6,0,0,19,590,0,-626,0,0,1,833,35,-623,478,465,-7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1901,500,-1238
2025-08-08,17,0,0,-1,0,0,19,240,100,-445,0,0,-1,584,20,-249,744,419,-323,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1568,539,-995
2025-08-08,18,0,0,-3,0,0,19,150,111,-248,0,0,-2,348,15,-54,741,500,-233,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1239,626,-517
2025-08-08,19,0,0,-3,0,0,19,200,174,-247,0,24,19,416,15,-285,248,300,53,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,864,513,-441
2025-08-08,20,0,0,2,0,0,19,200,151,-203,0,24,26,327,160,-105,0,392,392,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,527,727,133
2025-08-08,21,0,0,-3,0,0,18,359,90,-358,0,15,22,140,110,93,86,1116,1018,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,585,1331,792
2025-08-08,22,0,24,27,0,0,17,125,106,-162,0,36,36,75,325,417,0,1170,1174,0,0,0,0,0,2,0,0,0,0,0,-2,0,0,0,0,0,1,0,0,0,0,0,0,200,1661,1510
2025-08-08,23,0,50,45,0,0,16,172,188,-309,0,33,33,163,669,731,0,1230,1234,0,0,0,0,0,2,0,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,0,0,0,335,2170,1750
2025-08-08,24,44,49,5,0,0,15,110,354,38,0,39,33,0,587,692,0,1230,1234,0,0,0,0,0,2,0,0,0,0,0,-4,0,0,0,0,0,1,0,0,0,0,0,0,154,2259,2016
2025-08-09,1,54,0,-49,0,0,13,0,281,574,20,0,-17,0,708,566,0,1230,1234,0,0,0,0,0,2,0,0,0,0,0,-5,0,0,0,0,0,1,0,0,0,0,0,0,74,2219,2319
2025-08-09,2,44,0,-47,0,0,13,0,547,665,20,0,-17,0,805,718,0,1230,1234,0,0,0,0,0,2,0,0,0,0,0,-5,0,0,0,0,0,1,0,0,0,0,0,0,64,2582,2564
2025-08-09,3,44,0,-43,0,0,12,0,441,412,20,0,-21,0,936,823,0,1230,1234,0,0,0,0,0,2,0,0,0,0,0,-5,0,0,0,0,0,1,0,0,0,0,0,0,64,2607,2415
2025-08-09,4,44,0,-48,0,0,11,0,485,373,0,0,2,0,969,969,0,1230,1234,0,0,0,0,0,2,0,0,0,0,0,-6,0,0,0,0,0,1,0,0,0,0,0,0,44,2684,2538
2025-08-09,5,44,0,-46,0,0,11,0,535,474,0,0,3,0,1155,1053,0,1230,1233,0,0,0,0,0,2,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,44,2920,2725
2025-08-09,6,44,23,-27,0,0,11,112,649,763,0,0,-2,0,1158,853,0,1230,1234,0,0,0,0,0,2,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,156,3060,2829
2025-08-09,7,48,48,-3,0,0,11,138,321,270,0,0,-4,0,912,617,0,1230,1234,0,0,0,0,0,2,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,186,2511,2123
2025-08-09,8,49,49,-3,0,0,13,140,145,324,26,26,-2,50,441,122,0,1229,1235,0,0,0,0,0,2,0,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,0,0,0,265,1890,1689
2025-08-09,9,49,49,-1,0,0,14,240,41,-51,42,26,-15,160,254,-141,0,1229,1235,0,0,0,0,0,2,0,0,0,0,0,-2,0,0,0,0,0,1,0,0,0,0,0,0,491,1599,1042
2025-08-09,10,1,1,-1,0,0,15,290,44,-181,20,0,-19,250,11,-218,0,1229,1231,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,561,1285,829
2025-08-09,11,15,15,-2,0,0,14,380,35,-237,10,0,-8,750,11,-742,86,1229,1144,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1241,1290,171
2025-08-09,12,15,0,-16,0,0,3,582,27,-458,50,0,-49,881,11,-924,86,1223,1134,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1614,1261,-307
2025-08-09,13,0,0,-3,0,0,21,713,69,-522,86,15,-66,830,1,-993,141,1000,866,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1770,1085,-695
2025-08-09,14,15,0,-17,0,0,21,313,78,-561,42,15,-25,800,0,-633,112,1152,1027,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1282,1245,-186
2025-08-09,15,15,0,-15,0,0,21,471,76,-617,95,15,-73,770,0,-410,184,894,705,126,0,-119,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1661,985,-506
2025-08-09,16,0,0,-1,0,0,21,473,61,-634,58,15,-45,730,0,-404,175,598,410,126,0,-123,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1562,674,-774
2025-08-09,17,11,0,-13,0,0,21,440,72,-486,35,15,-18,652,0,-463,480,421,-46,176,0,-184,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1794,508,-1187
